id,real_age,user_setage,gender,playcard_level,playcard_point,playcard_coupon_num,is_push_open,utm_channel,signup_day,app_version,manufacturer,model,label
20575,34,0,1,65,900,30,1,43,417,68,62,683,0
20576,38,,2,10,200,0,1,3,585,30,90,592,0
20577,33,0,1,54,200,10,1,50,224,73,216,481,0
20578,26,,1,52,900,0,1,,27,68,62,1314,0
20579,25,,1,66,500,0,1,43,236,9,90,1610,0
20580,24,0,2,79,400,0,0,7,665,106,90,83,0
20581,22,0,1,37,200,10,0,43,252,26,90,592,0
20582,27,0,1,75,0,0,0,,757,106,90,83,0
20583,35,1,1,38,300,10,1,7,313,68,216,1063,0
20584,30,,1,11,400,0,1,50,43,29,216,1973,0
20585,22,0,1,66,900,160,1,7,765,68,110,1044,0
20586,21,0,1,49,600,0,1,,1276,68,219,2177,0
20587,30,0,1,80,800,0,1,43,693,106,90,83,0
20588,32,0,2,67,100,10,1,43,441,106,90,772,0
20589,55,1,2,58,600,0,1,,230,106,90,1892,1
20590,25,0,1,80,900,70,1,7,113,68,40,671,0
20591,23,0,2,50,600,10,1,7,621,73,54,1210,0
20592,22,,1,3,800,0,1,,610,26,90,2065,0
20593,33,0,2,60,300,0,1,,222,73,62,2036,0
20594,22,0,2,58,200,350,1,,576,26,90,592,0
20595,45,0,2,61,400,0,1,7,406,68,62,830,0
20596,27,,2,78,800,30,0,43,452,106,90,83,0
20597,26,0,1,70,700,50,0,,566,106,90,782,0
20598,28,,1,80,300,50,1,,344,9,90,1610,0
20599,19,0,2,14,800,720,1,7,548,29,62,86,0
20600,42,,2,71,400,0,1,14,227,68,62,1016,0
20601,33,0,2,71,0,0,1,,1531,106,90,782,0
20602,24,,1,41,900,850,1,7,318,68,62,1756,0
20603,21,0,1,79,400,0,1,,266,106,90,83,0
20604,35,0,2,66,700,110,0,,531,68,216,338,0
20605,27,0,2,70,500,10,1,43,1596,106,90,782,0
20606,22,0,2,69,100,20,1,7,1656,106,90,1610,0
20607,23,0,2,28,0,0,0,,1564,29,62,1714,0
20608,34,,2,28,200,0,1,,191,73,62,1597,0
20609,31,,1,80,200,0,1,7,179,68,62,1972,0
20610,20,0,1,35,700,0,1,7,612,68,216,1462,0
20611,28,0,1,70,700,10,1,43,321,9,90,592,0
20612,18,1,2,64,500,0,1,7,251,68,109,995,0
20613,46,1,2,14,300,50,1,,672,78,62,2213,0
20614,24,,1,41,600,0,1,,957,73,202,1515,0
20615,32,,2,71,500,10,1,36,58,68,110,1044,0
20616,27,0,2,72,200,150,1,,613,68,62,1016,0
20617,33,,2,21,900,0,1,,201,73,49,627,0
20618,27,0,2,68,100,390,1,43,597,106,90,782,0
20619,41,,2,26,600,0,1,,63,29,216,1516,0
20620,,,1,,,,1,,673,73,62,2036,1
20621,22,0,1,21,900,0,0,,344,26,90,2092,0
20622,30,,2,55,600,20,1,,167,73,100,1509,0
20623,31,0,1,66,700,160,0,43,635,106,90,2092,0
20624,43,,2,40,800,60,1,7,369,23,216,2188,0
20625,64,,2,14,100,0,1,,315,29,100,1896,0
20626,19,0,2,43,500,10,1,,610,73,62,2272,0
20627,26,0,1,45,900,30,0,,457,26,90,782,0
20628,28,0,1,40,400,0,0,43,628,73,110,2077,0
20629,20,0,1,59,800,0,1,7,321,23,118,492,0
20630,35,0,1,67,0,20,1,,301,68,216,202,0
20631,22,0,1,81,600,130,0,,1741,106,90,782,0
20632,31,0,1,72,400,10,1,,604,106,90,83,0
20633,24,0,2,82,200,0,1,7,551,68,62,791,0
20634,21,0,1,48,800,0,0,,607,73,100,1395,0
20635,34,,0,3,300,10,1,,297,29,216,726,0
20636,23,,1,12,900,10,1,,118,30,90,782,0
20637,26,0,2,92,100,0,1,7,570,68,5,1319,0
20638,30,0,2,47,700,30,0,,345,74,100,2121,0
20639,29,0,2,43,300,30,0,,675,23,100,706,0
20640,32,0,2,115,100,290,1,,645,68,62,95,0
20641,,,2,,,,0,,1128,26,90,1610,0
20642,20,0,1,57,800,10,1,43,151,68,216,202,0
20643,,,2,,,,1,,1004,68,216,2255,0
20644,34,0,1,66,700,10,1,7,522,9,62,687,0
20645,26,0,1,2,0,10,1,,86,106,90,592,0
20646,43,,2,18,700,0,1,,2114,30,90,327,1
20647,30,0,1,30,300,0,1,,616,106,90,782,0
20648,27,0,2,65,100,20,1,,2151,106,90,592,0
20649,27,0,1,80,0,0,1,,745,68,62,86,0
20650,21,0,2,58,100,20,1,7,642,73,216,526,0
20651,23,0,2,53,800,0,1,43,619,73,62,1478,0
20652,35,0,2,65,300,10,1,43,588,68,216,726,0
20653,25,0,2,66,500,160,1,43,609,106,90,327,0
20654,25,0,1,64,600,160,1,,709,29,81,585,0
20655,33,0,2,56,700,270,1,,541,68,216,1059,0
20656,31,,2,61,900,0,0,,415,106,90,782,0
20657,29,0,1,71,400,10,1,,281,68,216,932,0
20658,,,2,,,,1,,696,68,62,1915,0
20659,27,0,1,69,400,10,1,,609,68,49,2250,0
20660,44,0,1,6,400,80,1,,21,29,216,2150,1
20661,20,0,2,72,300,10,1,,531,106,90,1892,0
20662,31,,2,31,800,90,1,,429,9,90,782,0
20663,52,1,2,40,200,20,1,,798,64,216,584,1
20664,24,,2,65,200,20,1,,292,68,62,1550,0
20665,24,0,1,71,600,10,1,,603,68,216,1196,0
20666,32,0,1,65,100,10,1,44,643,68,216,1634,0
20667,37,,2,5,200,0,1,,319,9,90,83,0
20668,21,,1,64,200,120,1,,91,106,90,782,0
20669,26,0,1,68,600,40,0,14,88,9,62,1793,0
20670,26,0,1,33,100,0,0,43,812,30,90,1782,0
20671,22,0,2,64,800,0,1,,808,68,62,2073,0
20672,48,,1,20,500,0,1,14,182,68,216,816,0
20673,,,2,,,,1,,855,74,216,959,0
20674,27,0,1,54,700,10,1,27,99,68,219,2177,0
20675,22,0,1,72,100,0,1,,586,68,216,1717,0
20676,29,0,2,75,500,10,0,,1639,106,90,702,0
20677,38,,1,8,800,0,0,,92,73,100,496,
20678,24,0,1,13,100,0,1,43,616,30,90,2279,0
20679,55,1,2,19,500,0,1,,386,68,62,1011,
20680,50,0,2,58,900,10,1,7,538,68,216,42,0
20681,21,0,2,73,800,0,0,,676,68,62,2126,0
20682,19,0,2,17,600,120,0,,705,106,90,83,0
20683,19,0,1,13,0,10,1,7,292,74,216,1740,0
20684,21,0,2,15,0,0,1,,675,62,150,2193,0
20685,41,1,2,66,600,0,1,50,496,68,216,1721,0
20686,24,0,1,81,400,0,1,43,718,68,81,523,0
20687,31,,1,103,500,30,1,,165,68,216,1634,0
20688,36,0,1,47,600,0,1,7,250,73,216,1778,0
20689,41,1,1,301,500,0,1,,209,29,216,1348,1
20690,27,,1,67,100,0,1,,282,68,110,1044,0
20691,23,0,2,59,500,0,1,,1576,68,62,129,1
20692,73,,2,73,100,0,1,,563,68,100,1851,0
20693,60,0,2,38,600,10,0,,198,30,90,83,0
20694,51,0,2,81,100,0,1,,707,68,62,1398,0
20695,23,0,1,61,600,0,1,7,553,68,216,554,0
20696,54,0,2,71,600,430,0,,700,106,90,1610,0
20697,28,,1,80,600,0,1,,242,68,62,2036,0
20698,27,,1,35,0,10,1,,72,23,216,1704,0
20699,21,,1,20,600,130,1,20,64,73,216,1704,0
20700,21,0,2,81,0,10,1,,557,68,100,1761,0
20701,34,1,2,51,300,0,1,7,42,73,100,1851,1
20702,20,,1,44,100,120,1,2,27,73,62,129,0
20703,23,1,0,2,500,40,1,,208,29,216,1348,1
20704,31,0,1,60,800,10,1,,373,68,216,1211,0
20705,35,0,2,71,500,0,1,,1795,106,90,2135,0
20706,28,,2,101,500,670,1,7,403,68,216,962,1
20707,56,1,2,50,900,0,1,50,254,68,216,260,0
20708,25,0,1,70,500,0,1,,685,82,90,1077,0
20709,34,0,1,72,100,0,0,7,262,68,40,1362,0
20710,52,,2,25,400,0,0,,40,73,100,845,0
20711,25,0,2,73,500,10,0,,727,106,90,2135,0
20712,38,0,2,72,100,3210,1,43,716,68,40,1744,0
20713,23,0,1,68,500,0,1,,701,68,100,1126,0
20714,25,0,2,70,500,0,1,,378,106,90,2135,0
20715,22,0,2,92,700,0,0,,119,9,90,2092,0
20716,18,0,2,66,800,0,1,,365,68,216,1704,0
20717,24,,2,81,300,270,1,7,120,68,100,1395,0
20718,19,0,1,67,100,0,0,7,606,73,216,1985,0
20719,19,0,2,78,0,0,1,,606,68,62,491,0
20720,,,1,,,,1,,1056,106,90,1610,0
20721,23,0,2,11,0,20,0,43,697,26,90,1610,0
20722,20,,1,28,400,0,1,,30,23,110,1089,0
20723,30,0,1,3,700,20,1,,580,29,216,932,0
20724,25,0,2,68,900,0,0,7,561,68,100,1006,0
20725,46,1,2,40,500,310,1,,225,68,62,242,0
20726,28,0,2,65,100,20,1,43,196,99,90,782,0
20727,21,,1,40,400,0,0,7,38,106,90,1669,0
20728,30,0,1,18,800,60,0,3,681,66,100,44,0
20729,25,,1,49,500,140,1,,39,68,219,1749,0
20730,25,0,1,37,700,0,1,48,629,73,110,1286,0
20731,18,,2,57,800,0,1,,445,66,62,129,0
20732,30,0,2,66,300,160,0,43,687,73,40,1118,0
20733,18,0,2,66,700,0,1,,255,106,90,1782,0
20734,52,,1,17,0,60,0,,196,30,90,772,0
20735,19,0,1,23,200,70,1,43,596,23,216,1608,0
20736,62,1,1,66,400,0,1,36,230,68,216,1729,1
20737,45,,2,65,200,0,0,,97,106,90,1150,0
20738,,,2,,,,1,,577,68,62,731,0
20739,28,0,2,54,100,410,1,,355,68,216,1158,0
20740,28,0,1,16,500,290,1,7,592,73,62,95,0
20741,24,0,2,66,800,0,1,,663,68,216,1059,0
20742,20,0,1,75,700,0,1,43,700,68,40,814,0
20743,29,,1,65,500,10,1,,595,68,216,1462,0
20744,,,2,,,,1,,704,106,90,1610,0
20745,22,0,2,15,300,10,0,43,159,30,90,327,0
20746,19,,2,13,300,100,1,,563,29,216,717,0
20747,28,0,2,67,0,0,1,,572,68,216,1462,0
20748,29,0,1,49,700,0,1,,628,68,216,586,0
20749,18,0,1,27,700,570,1,,638,64,62,2272,0
20750,26,,2,43,500,0,1,,183,106,90,782,0
20751,25,0,1,77,900,0,1,,678,106,90,2279,0
20752,27,0,1,69,500,0,1,43,556,73,100,1896,0
20753,25,0,2,64,200,30,0,43,155,106,90,1610,0
20754,31,0,1,35,800,100,1,,672,68,216,1704,0
20755,26,,2,27,300,30,0,,213,26,90,1610,0
20756,29,0,1,54,700,10,1,7,325,23,62,242,0
20757,27,,1,67,600,0,1,7,140,73,100,2030,0
20758,32,0,2,71,400,10,1,43,642,106,90,2135,0
20759,32,0,1,72,100,0,0,,104,106,90,772,0
20760,44,1,1,50,400,0,1,,361,73,216,118,1
20761,24,0,2,75,0,50,0,43,634,68,100,323,0
20762,23,0,2,72,0,0,1,43,340,68,216,1704,0
20763,32,,1,70,900,10,0,,198,68,110,1180,0
20764,22,0,2,70,300,10,0,43,308,106,90,327,0
20765,27,0,1,71,900,180,1,,1805,64,100,1761,0
20766,34,0,2,84,800,1550,1,27,240,106,90,348,0
20767,29,0,2,64,100,20,1,43,2281,106,90,2135,0
20768,,,2,,,,1,,628,29,100,216,0
20769,22,0,1,51,400,0,0,43,670,106,90,83,0
20770,21,0,1,60,300,110,0,7,727,106,90,782,0
20771,24,0,2,66,500,10,0,43,668,68,100,852,0
20772,41,,2,32,200,0,1,7,298,39,62,1756,1
20773,26,0,2,66,100,20,1,,604,106,90,782,0
20774,31,0,2,71,800,20,1,,113,68,216,145,0
20775,25,0,1,76,300,0,1,,620,106,90,171,0
20776,29,0,1,8,0,1600,1,43,348,29,110,1336,0
20777,25,,1,70,300,10,1,,290,68,216,1704,0
20778,27,,2,68,700,0,0,,327,68,100,1801,0
20779,46,,2,77,800,50,1,2,144,68,110,121,0
20780,37,0,2,17,0,0,0,,395,64,62,264,1
20781,42,,2,4,300,30,1,7,48,23,216,659,1
20782,21,0,1,71,900,10,1,43,642,9,90,782,0
20783,27,0,2,57,0,0,0,43,415,106,90,782,0
20784,32,0,1,62,700,80,1,43,862,68,100,38,0
20785,35,0,2,52,500,0,1,50,221,73,216,1242,0
20786,,,2,,,,1,,649,106,90,83,0
20787,25,,2,74,300,0,1,,86,26,90,782,0
20788,28,0,1,71,700,430,0,43,643,106,90,782,0
20789,34,,1,24,800,50,1,,181,29,62,71,0
20790,24,0,2,59,300,20,1,43,1599,106,90,592,0
20791,36,0,1,41,600,150,0,43,627,106,90,782,0
20792,19,,2,36,0,0,1,,228,73,100,1974,0
20793,21,0,1,15,800,0,1,,368,68,62,2272,0
20794,20,,1,16,600,0,1,,341,73,100,1395,
20795,25,0,2,66,0,10,1,,868,68,216,985,0
20796,29,0,1,51,0,130,1,,535,73,49,979,0
20797,27,0,2,14,500,80,1,,478,59,216,1778,0
20798,22,1,2,8,100,0,1,,1864,30,90,83,1
20799,53,,1,17,900,0,1,,325,30,62,242,0
20800,,,1,,,,1,,577,30,100,1006,1
20801,38,,1,63,200,0,1,7,116,68,62,1845,0
20802,33,0,1,70,700,110,1,,416,68,216,711,0
20803,26,0,1,70,200,10,0,,543,9,90,782,
20804,22,0,1,80,600,0,0,,519,64,100,895,0
20805,28,0,2,71,500,0,1,43,565,106,90,237,0
20806,38,0,2,43,0,10,1,7,579,30,90,83,0
20807,,,1,,,,1,,727,68,216,865,0
20808,31,0,2,66,700,0,1,43,670,106,90,1610,0
20809,27,0,1,25,200,0,1,43,202,26,90,1610,0
20810,34,0,1,70,100,10,1,43,590,68,216,726,0
20811,24,,1,70,300,20,1,43,606,68,62,2212,0
20812,32,0,2,27,200,0,1,,39,78,100,306,0
20813,47,1,2,12,300,0,1,,544,29,62,442,1
20814,19,0,2,81,0,0,1,7,261,68,62,2036,0
20815,30,,2,55,700,20,1,,107,106,90,327,0
20816,,,2,,,,1,,1449,106,90,782,0
20817,25,0,1,68,600,0,1,,544,106,90,1077,0
20818,41,0,1,72,300,0,0,,228,68,100,845,1
20819,21,0,1,63,600,0,1,7,706,73,216,1211,0
20820,21,,1,42,700,320,1,,101,73,100,1813,0
20821,23,0,2,51,500,50,0,,311,106,90,1610,0
20822,23,0,2,65,500,10,0,,49,68,100,30,0
20823,24,0,1,20,500,0,0,43,610,106,90,2135,0
20824,26,0,2,71,900,0,1,43,701,106,90,782,0
20825,,,1,,,,1,,627,106,90,2135,0
20826,26,1,2,78,600,30,1,43,163,53,100,1481,0
20827,24,0,2,94,700,0,1,,226,68,62,841,0
20828,,,1,,,,1,,841,68,219,1749,0
20829,30,0,1,25,600,10,1,,531,73,110,539,0
20830,19,0,1,53,700,0,0,43,467,30,90,2279,
20831,32,0,2,57,400,0,1,,512,73,216,962,0
20832,19,0,2,47,700,0,1,,224,68,216,546,0
20833,25,0,2,77,300,10,1,,382,106,90,327,0
20834,40,0,2,67,300,530,0,,290,106,90,782,0
20835,29,0,1,22,900,0,1,,767,68,62,599,0
20836,57,1,2,34,900,0,1,,358,68,62,1924,1
20837,19,,2,47,200,260,1,43,719,68,62,1371,0
20838,19,,1,54,300,0,1,,91,66,62,2272,0
20839,69,1,1,63,700,0,1,7,613,9,90,1077,1
20840,22,0,1,55,400,50,1,43,678,68,110,1381,0
20841,21,0,1,53,300,0,1,,814,68,62,1915,0
20842,34,,1,71,800,840,1,7,429,21,216,454,0
20843,21,0,1,81,800,10,1,43,635,68,110,2207,0
20844,21,,2,6,200,0,1,,79,23,62,2269,1
20845,31,,2,27,500,0,0,,586,23,100,927,0
20846,19,0,1,18,100,50,1,,758,73,110,68,0
20847,30,1,2,27,500,0,0,,561,29,100,1074,1
20848,24,,1,81,500,0,1,7,356,68,100,622,0
20849,,,2,,,,1,,647,68,62,936,1
20850,25,0,2,22,600,10,1,,620,106,90,83,0
20851,37,0,2,69,700,280,1,,651,68,216,1847,0
20852,19,0,1,34,800,100,1,,1143,23,62,242,0
20853,32,,1,31,0,10,0,,363,106,90,782,0
20854,33,0,1,61,300,480,0,43,608,68,100,362,0
20855,26,,2,14,0,0,1,,93,30,90,1782,0
20856,33,0,2,65,800,0,1,,588,68,216,460,0
20857,31,0,2,99,100,130,0,43,707,106,90,1610,0
20858,28,0,2,71,300,90,1,,466,68,100,30,0
20859,20,0,2,81,200,40,0,43,720,68,100,845,0
20860,24,0,2,51,300,10,0,,1938,68,216,1473,0
20861,24,0,1,54,0,10,1,,558,73,100,949,0
20862,27,0,1,14,400,0,0,43,696,23,216,1773,0
20863,18,0,1,51,700,0,1,,701,73,62,655,0
20864,21,0,2,74,200,0,1,7,642,68,216,1973,0
20865,66,1,2,57,400,0,1,43,331,73,216,1389,0
20866,40,0,1,20,800,0,0,,500,30,90,1892,0
20867,75,1,2,48,800,0,1,7,84,73,100,650,
20868,21,0,2,64,0,30,1,43,255,106,90,1610,0
20869,21,,1,67,400,0,0,,360,68,100,1801,0
20870,25,,1,72,0,820,1,7,206,68,216,932,0
20871,26,,2,66,900,0,1,43,280,68,216,932,0
20872,79,0,2,38,500,380,1,27,255,29,110,457,1
20873,33,0,2,10,100,0,0,43,455,29,62,775,0
20874,35,0,1,79,200,30,1,,574,73,216,1704,0
20875,32,0,1,73,500,0,1,,1577,23,62,2219,0
20876,45,,2,14,100,0,1,7,406,29,62,658,0
20877,32,,2,5,200,10,0,,6,73,100,150,
20878,63,0,2,71,400,10,0,,503,9,90,1610,0
20879,,,2,,,,0,,596,68,216,575,0
20880,32,0,2,51,800,0,1,,609,29,62,1793,0
20881,19,0,2,65,100,190,1,,202,68,216,1182,0
20882,27,0,2,7,700,50,0,,569,29,100,706,0
20883,23,0,1,13,100,40,1,,1305,30,90,592,0
20884,19,0,1,71,0,0,1,7,143,106,90,327,0
20885,30,,1,52,600,10,1,43,23,68,110,68,0
20886,30,0,1,56,0,10,1,,288,68,110,1044,0
20887,19,0,1,70,100,30,1,43,580,68,110,857,1
20888,68,0,2,32,700,10,1,,366,73,216,1462,0
20889,19,0,2,66,400,170,1,43,597,106,90,782,0
20890,,,1,,,,1,,707,66,100,927,0
20891,28,0,2,79,100,10,1,,606,9,90,1444,0
20892,49,,2,27,300,20,1,,118,68,216,526,0
20893,20,,2,35,700,0,1,,336,68,216,985,0
20894,,,1,,,,1,,571,68,62,815,0
20895,30,0,2,75,500,40,1,43,638,68,216,2048,0
20896,29,0,1,53,200,100,1,43,162,68,100,1114,0
20897,20,1,2,52,400,10,1,12,449,23,110,867,0
20898,31,,1,73,200,0,1,,548,68,216,726,0
20899,25,,1,70,300,10,1,,999,68,100,1801,0
20900,31,0,2,53,300,0,1,,171,106,90,83,0
20901,,,1,,,,0,,642,106,90,2279,0
20902,30,0,2,34,100,10,0,,1516,26,90,83,0
20903,23,0,1,35,300,10,1,43,358,68,62,1156,0
20904,23,,2,81,500,0,1,7,230,68,100,323,0
20905,22,0,2,66,800,0,0,,419,64,100,927,0
20906,22,0,2,56,900,10,1,43,726,9,90,327,0
20907,20,0,1,18,500,160,0,43,582,106,90,782,0
20908,27,0,1,9,400,0,1,7,598,78,100,903,0
20909,34,0,2,66,300,30,0,,551,106,90,2135,0
20910,34,0,1,9,600,0,1,7,492,88,90,1077,1
20911,27,0,2,36,900,0,1,,440,68,100,1801,0
20912,19,0,2,63,500,10,1,12,273,73,110,2207,0
20913,19,0,1,39,400,40,1,,715,23,62,2272,0
20914,28,,1,8,200,0,1,7,102,29,216,198,0
20915,22,0,1,10,800,50,0,7,642,30,90,327,1
20916,26,0,1,55,500,0,1,7,439,68,216,145,0
20917,33,,1,63,900,0,1,,60,68,100,1838,0
20918,31,0,1,32,300,10,1,,661,66,62,1398,0
20919,23,,2,42,400,30,1,44,36,73,62,2084,0
20920,19,0,1,8,600,0,0,43,676,68,100,706,0
20921,58,0,2,60,200,0,0,,295,53,90,1407,0
20922,29,0,2,70,900,0,1,,658,68,100,706,0
20923,78,1,2,8,700,0,0,12,259,73,100,622,
20924,18,,2,54,200,20,1,,46,73,216,2041,0
20925,24,0,2,67,0,0,1,12,1491,106,90,1444,0
20926,46,0,2,35,900,80,1,43,531,23,219,1936,0
20927,28,0,2,53,600,130,0,43,453,106,90,782,0
20928,46,,2,36,700,0,0,,124,73,100,1508,0
20929,29,,,,,,1,,,106,90,2092,0
20930,19,0,2,55,800,10,1,7,177,68,62,95,0
20931,47,0,2,63,800,0,1,14,585,68,62,1870,0
20932,19,,1,40,800,0,1,50,98,68,216,1462,0
20933,37,,2,39,400,0,1,,16,9,90,2279,
20934,19,,1,64,300,0,0,43,274,23,62,433,0
20935,23,,1,65,900,0,1,,379,106,90,2279,0
20936,27,0,1,48,400,10,1,,728,23,110,68,0
20937,25,0,1,71,200,180,1,43,433,73,62,683,0
20938,30,,2,37,500,0,0,,1825,26,90,2092,0
20939,24,0,2,27,600,20,0,,247,68,100,769,0
20940,25,,1,166,0,610,1,7,114,68,62,2278,0
20941,24,0,1,36,900,80,1,43,166,23,216,1973,0
20942,22,0,2,66,600,10,0,,463,9,90,83,0
20943,31,0,1,40,300,10,1,,688,29,100,709,0
20944,22,0,1,68,600,10,1,7,299,68,216,1003,0
20945,59,0,1,79,900,30,1,,62,68,62,1007,1
20946,79,0,2,29,500,0,0,7,219,73,216,1985,0
20947,24,0,2,17,0,0,1,,613,106,90,83,0
20948,24,0,1,52,600,0,1,36,130,73,110,278,0
20949,20,0,1,30,100,0,0,7,227,68,100,402,0
20950,28,0,2,62,300,10,1,,1532,68,62,830,0
20951,45,,2,5,200,0,0,,61,29,100,1126,0
20952,19,0,2,53,400,0,1,,698,68,62,242,0
20953,19,,2,6,300,10,0,,234,30,90,1277,0
20954,24,,1,14,900,10,1,43,163,106,90,782,0
20955,50,1,2,21,0,180,0,,77,23,100,852,1
20956,26,0,2,75,300,140,0,43,670,68,100,1006,0
20957,55,1,2,15,0,0,1,,1505,29,216,659,0
20958,21,,2,9,200,0,0,,404,26,90,1892,0
20959,28,0,2,65,300,0,1,,673,68,216,962,0
20960,54,1,2,9,300,20,1,,141,106,90,1444,
20961,25,,1,67,700,0,1,7,105,68,100,2021,0
20962,24,,1,68,400,280,1,,584,68,216,1876,0
20963,24,0,1,66,200,0,1,,444,106,90,702,0
20964,35,0,1,17,700,0,1,43,564,29,62,1111,0
20965,21,0,1,74,100,20,1,,624,68,216,1389,0
20966,23,,1,20,500,0,1,7,160,29,216,959,0
20967,26,,1,66,200,0,1,43,62,68,216,747,0
20968,18,0,2,80,200,0,1,,380,29,62,1460,0
20969,30,0,2,66,800,30,1,7,602,68,216,1473,0
20970,31,,1,17,300,20,0,,438,106,90,1782,0
20971,,,1,,,,1,,612,23,100,1481,0
20972,36,0,1,71,800,170,0,43,606,68,100,2016,0
20973,25,0,2,15,300,0,1,7,1570,62,216,1740,0
20974,25,0,1,58,700,30,1,43,636,106,90,369,0
20975,19,0,2,81,300,0,1,7,443,73,62,1793,0
20976,21,0,2,82,0,10,1,43,648,106,90,83,0
20977,34,1,2,64,800,0,1,,575,68,100,980,0
20978,23,0,1,27,200,30,1,43,458,64,216,1973,0
20979,46,,1,45,700,0,1,,125,106,90,782,1
20980,31,,1,8,800,30,1,,3,88,90,1892,0
20981,18,,1,7,200,0,0,,191,29,62,2272,0
20982,28,0,2,56,400,0,1,7,639,68,216,1158,0
20983,51,1,2,8,0,60,1,7,340,64,216,1182,1
20984,32,0,1,83,200,210,1,43,676,26,90,83,0
20985,20,,1,63,0,20,1,7,401,68,110,1539,0
20986,40,0,2,78,900,50,1,,470,68,216,1267,0
20987,24,0,2,65,600,160,1,43,709,68,110,281,0
20988,30,,1,50,300,60,1,,191,73,40,814,0
20989,23,0,1,73,0,40,1,43,889,68,216,798,0
20990,22,1,2,65,500,0,1,,428,64,62,242,0
20991,26,0,1,44,500,0,1,43,718,68,216,1804,0
20992,27,,1,14,200,10,1,,5,106,90,2279,0
20993,19,0,2,66,600,0,1,,372,68,100,292,0
20994,48,1,2,2,300,10,1,43,585,29,216,1634,1
20995,26,0,1,40,0,180,1,43,693,64,100,1974,0
20996,30,0,2,72,0,430,1,43,608,106,90,1402,0
20997,22,0,1,54,500,10,1,43,683,68,216,1985,0
20998,21,0,1,56,100,0,1,7,672,29,62,247,0
20999,22,0,2,71,400,430,1,12,607,68,110,1044,0
21000,22,0,1,59,400,20,1,,215,68,62,936,0
21001,30,,1,70,900,0,1,,402,73,62,2212,0
21002,19,0,2,45,100,60,1,,636,64,100,1508,0
21003,22,0,1,8,500,0,0,7,607,26,90,782,0
21004,21,0,1,45,200,10,1,43,698,68,216,494,0
21005,26,0,2,52,200,0,1,43,683,68,219,2177,0
21006,34,,1,52,800,0,1,,1666,73,40,2229,0
21007,19,0,2,71,100,0,1,,591,26,90,1782,0
21008,26,0,2,66,500,10,1,43,674,68,216,1876,0
21009,23,0,1,32,900,120,1,43,148,30,90,782,0
21010,25,0,1,80,400,0,1,,679,68,62,2126,0
21011,,,2,,,,1,,1903,68,216,659,0
21012,27,0,2,79,500,0,1,,2146,9,90,772,0
21013,25,0,1,71,900,20,1,43,188,106,90,83,0
21014,29,0,1,69,300,40,1,43,713,68,62,2272,0
21015,29,0,2,74,600,10,1,43,332,9,90,2135,0
21016,72,,2,75,800,110,1,,165,68,62,1008,0
21017,20,,1,11,400,0,1,,50,30,90,2092,0
21018,27,0,1,92,500,10,0,,1566,106,90,782,0
21019,20,0,2,66,100,20,0,43,698,106,90,592,0
21020,20,0,2,51,700,300,1,,281,73,216,460,0
21021,46,0,1,28,800,0,1,,485,73,100,289,0
21022,36,0,2,81,0,10,1,7,658,68,110,1060,0
21023,29,,2,1,600,0,0,,200,30,90,1150,0
21024,27,0,1,83,100,10,1,,414,26,90,83,0
21025,26,0,2,59,600,10,1,43,599,106,90,2279,0
21026,46,0,2,70,200,0,1,43,617,68,216,726,0
21027,31,0,1,51,400,80,1,43,625,73,40,1118,0
21028,31,0,2,66,500,80,1,,189,68,62,2061,0
21029,23,,1,33,300,80,0,43,599,73,62,129,0
21030,22,0,2,70,700,0,0,,502,106,90,782,0
21031,35,0,2,70,200,10,1,,611,9,90,2092,0
21032,51,1,2,4,100,0,1,,489,29,216,145,1
21033,18,0,1,23,700,0,0,,218,21,100,2121,0
21034,24,,1,13,400,60,0,43,124,29,216,2215,0
21035,21,0,1,13,300,0,1,7,213,29,216,1740,0
21036,41,0,1,13,700,10,1,12,201,29,62,82,1
21037,22,0,1,30,700,0,1,,2361,106,90,83,0
21038,30,0,2,75,0,10,1,43,685,73,216,1740,0
21039,34,,2,67,300,0,1,,224,41,62,2036,0
21040,22,0,2,71,500,0,1,7,428,68,216,932,0
21041,33,0,1,38,500,0,0,,627,9,90,83,0
21042,20,0,2,14,300,0,0,43,599,30,90,327,0
21043,32,0,2,34,600,790,1,43,685,106,90,2135,0
21044,25,0,1,61,0,10,1,,568,68,62,414,0
21045,45,,1,50,100,10,1,,48,26,90,2279,0
21046,26,0,1,61,100,0,1,,142,68,216,659,0
21047,26,0,2,78,800,0,1,,921,68,62,342,0
21048,27,,1,13,400,40,0,,137,26,90,2092,0
21049,23,0,1,67,600,0,1,,187,106,90,782,0
21050,19,0,2,53,600,10,1,7,872,68,216,1973,0
21051,45,,2,12,100,0,1,,568,29,62,1016,0
21052,25,0,1,78,800,30,1,,510,26,90,83,0
21053,25,0,2,64,600,20,1,43,1625,106,90,1610,1
21054,45,1,2,73,700,0,1,7,334,68,62,1714,0
21055,32,,1,12,400,0,1,,381,68,216,475,1
21056,39,0,2,62,300,0,1,7,625,106,90,2135,1
21057,21,0,2,79,100,0,1,,652,106,90,592,0
21058,18,,2,56,800,20,1,7,67,106,90,782,0
21059,27,0,2,68,200,0,0,43,379,59,216,519,0
21060,25,0,2,72,0,0,0,43,261,9,90,327,0
21061,24,,1,43,700,0,0,,332,68,100,1851,0
21062,39,0,1,76,100,50,1,43,686,68,216,595,0
